summary_type,condition,day,wells,observations,qc_pass,qc_total,mean_overlap_fraction,mean_diffuse_to_punctate_ratio,median_diffuse_to_punctate_ratio,mean_puncta_count
registration_qc,PLD3_TMEM106B_mCherry_primary,8,48,48,48.0,48.0,1.0,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,12,48,48,48.0,48.0,0.9380011215835196,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,16,48,48,48.0,48.0,0.9745624283319619,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,20,48,48,48.0,48.0,0.9404620205596697,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,25,48,48,48.0,48.0,0.9679965687280477,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,29,48,48,48.0,48.0,0.9750780071236044,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,32,48,48,48.0,48.0,0.828213865733041,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,36,48,48,48.0,48.0,0.9208316495295561,,,
registration_qc,PLD3_TMEM106B_mCherry_primary,39,48,48,48.0,48.0,0.7353600125456552,,,
registration_qc,PLD3_TMEM106B_no_mCherry,8,48,48,48.0,48.0,1.0,,,
registration_qc,PLD3_TMEM106B_no_mCherry,12,48,48,48.0,48.0,0.9319175724761019,,,
registration_qc,PLD3_TMEM106B_no_mCherry,16,48,48,48.0,48.0,0.9729116851605463,,,
registration_qc,PLD3_TMEM106B_no_mCherry,20,48,48,48.0,48.0,0.9325754185032489,,,
registration_qc,PLD3_TMEM106B_no_mCherry,25,48,48,48.0,48.0,0.9679265191476247,,,
registration_qc,PLD3_TMEM106B_no_mCherry,29,48,48,48.0,48.0,0.9747615391417309,,,
registration_qc,PLD3_TMEM106B_no_mCherry,32,48,48,48.0,48.0,0.8206618436934071,,,
registration_qc,PLD3_TMEM106B_no_mCherry,36,48,48,48.0,48.0,0.913780845319747,,,
registration_qc,PLD3_TMEM106B_no_mCherry,39,48,48,48.0,48.0,0.736156769851621,,,
registration_qc,PLD3_mCherry_reporter_control,8,48,48,48.0,48.0,1.0,,,
registration_qc,PLD3_mCherry_reporter_control,12,48,48,48.0,48.0,0.934931181055226,,,
registration_qc,PLD3_mCherry_reporter_control,16,48,48,48.0,48.0,0.9736155622494355,,,
registration_qc,PLD3_mCherry_reporter_control,20,48,48,48.0,48.0,0.9364436512127926,,,
registration_qc,PLD3_mCherry_reporter_control,25,48,48,48.0,48.0,0.967757320676316,,,
registration_qc,PLD3_mCherry_reporter_control,29,48,48,48.0,48.0,0.9747120102866429,,,
registration_qc,PLD3_mCherry_reporter_control,32,48,48,48.0,48.0,0.8242765155125539,,,
registration_qc,PLD3_mCherry_reporter_control,36,48,48,48.0,48.0,0.9172187607998485,,,
registration_qc,PLD3_mCherry_reporter_control,39,48,48,48.0,48.0,0.7375811467793838,,,
registration_qc,PLD3_only_no_mCherry,8,48,48,48.0,48.0,1.0,,,
registration_qc,PLD3_only_no_mCherry,12,48,48,48.0,48.0,0.9290046223351728,,,
registration_qc,PLD3_only_no_mCherry,16,48,48,48.0,48.0,0.9722140412863013,,,
registration_qc,PLD3_only_no_mCherry,20,48,48,48.0,48.0,0.9288733651703952,,,
registration_qc,PLD3_only_no_mCherry,25,48,48,48.0,48.0,0.9681554333855616,,,
registration_qc,PLD3_only_no_mCherry,29,48,48,48.0,48.0,0.9750475173073144,,,
registration_qc,PLD3_only_no_mCherry,32,48,48,48.0,48.0,0.8170448746269291,,,
registration_qc,PLD3_only_no_mCherry,36,48,48,48.0,48.0,0.9102336294963842,,,
registration_qc,PLD3_only_no_mCherry,39,48,48,48.0,48.0,0.7337511441152861,,,
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,8,48,48,,,,3.1608649632125445,3.1416774589626026,837.7083333333334
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,12,48,48,,,,4.6029953306740365,4.586889215283266,751.3333333333334
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,16,48,48,,,,4.653299700352316,4.648801375643041,755.4791666666666
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,20,48,48,,,,5.009878491887029,5.024977756940423,840.1041666666666
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,25,48,48,,,,6.763548607604503,6.778156145123113,718.5625
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,29,48,48,,,,5.913352562757851,5.885021002477728,1024.2083333333333
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,32,48,48,,,,5.797363131136417,5.778359971399629,1088.9375
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,36,48,48,,,,5.865826263721028,5.843674337962849,1145.9166666666667
mcherry_valid_measurement,PLD3_TMEM106B_mCherry_primary,39,48,48,,,,6.506865048978568,6.411427475044963,1091.0416666666667
mcherry_valid_measurement,PLD3_mCherry_reporter_control,8,48,48,,,,2.4790962979365925,2.4765163953168603,825.1875
mcherry_valid_measurement,PLD3_mCherry_reporter_control,12,48,48,,,,3.030646330685,3.0197287036118627,721.0208333333334
mcherry_valid_measurement,PLD3_mCherry_reporter_control,16,48,48,,,,2.9677096936231373,2.997550576113041,777.2291666666666
mcherry_valid_measurement,PLD3_mCherry_reporter_control,20,48,48,,,,3.3001500773690835,3.335520377864974,922.3125
mcherry_valid_measurement,PLD3_mCherry_reporter_control,25,48,48,,,,4.221677921348395,4.205880492837867,749.3958333333334
mcherry_valid_measurement,PLD3_mCherry_reporter_control,29,48,48,,,,3.783864155140598,3.820915646274144,1031.8333333333333
mcherry_valid_measurement,PLD3_mCherry_reporter_control,32,48,48,,,,3.5864874603148293,3.6045573450252117,1080.7083333333333
mcherry_valid_measurement,PLD3_mCherry_reporter_control,36,48,48,,,,3.537410063578395,3.5513685426260055,1139.4166666666667
mcherry_valid_measurement,PLD3_mCherry_reporter_control,39,48,48,,,,3.6921494599270317,3.6939756868391873,1085.5625
