experiment,well,method,ref_mode,timepoint,true_dy,true_dx,est_dy,est_dx,abs_err_px,post_corr,reg_error,overlap,qc_pass
E1_baseline,0,A_cli,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,0,A_cli,to_first,1,0.626488209332539,2.240818880338871,-0.5,-2.1,0.18928609077279154,0.9911960734602099,0.9999999485298775,0.9864868164062499,True
E1_baseline,0,A_cli,to_first,2,-3.8509863207130355,-7.6674154184266055,3.9,7.8,0.14135420767786672,0.9936140753759007,0.9999999423475914,0.9398876953124999,True
E1_baseline,0,A_cli,to_first,3,1.2641919103895614,2.2258596744375545,-1.2,-2.1,0.14128431975625838,0.9937862431837235,0.9999999388335732,0.9828808593750001,True
E1_baseline,0,A_cli,to_first,4,5.84333466828129,2.45754438096653,-5.9,-2.4,0.08076085437644016,0.9919525673893903,0.9999999485042416,0.9571549479166666,True
E1_baseline,0,A_cli,to_first,5,-4.896339659591682,-7.630676111873781,4.9,7.7,0.0694204548878885,0.9931123221248016,0.9999999442932747,0.9353984917534722,True
E1_baseline,0,A_cli,to_first,6,-2.091347067622241,-4.950269162225048,2.0,5.0,0.10400693721565331,0.9989661266980928,0.9999999326612297,0.9638129340277778,True
E1_baseline,0,A_cli,to_first,7,-4.608097427163688,6.3688384221642735,4.7,-6.3,0.11482513339857428,0.9900980938289187,0.9999999526105668,0.9435115559895834,True
E1_baseline,0,A_cli,to_first,8,3.9051956174327476,0.4162346306673186,-4.0,-0.2,0.2361043973622466,0.9935515107521244,0.999999928112075,0.9781467013888889,True
E1_baseline,0,A_cli,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,0,A_cli,to_previous,1,0.626488209332539,2.240818880338871,-0.5,-2.1,0.18928609077279154,0.9911960734602099,0.9999999485298775,0.9864868164062499,True
E1_baseline,0,A_cli,to_previous,2,-3.8509863207130355,-7.6674154184266055,4.1,7.800000000000001,0.2821107650250577,0.993237738793638,0.9999999471997657,0.9388883463541666,True
E1_baseline,0,A_cli,to_previous,3,1.2641919103895614,2.2258596744375545,-1.0,-2.0999999999999996,0.29263974980308693,0.9947185824704968,0.9999999351839807,0.9839111328125001,True
E1_baseline,0,A_cli,to_previous,4,5.84333466828129,2.45754438096653,-5.8,-2.1999999999999997,0.26116470213733456,0.9913090241547842,0.9999999193027792,0.9586794704861111,True
E1_baseline,0,A_cli,to_previous,5,-4.896339659591682,-7.630676111873781,5.1000000000000005,7.9,0.3376579496630528,0.9932984106196845,0.9999999471622747,0.9333846028645834,True
E1_baseline,0,A_cli,to_previous,6,-2.091347067622241,-4.950269162225048,2.2000000000000006,5.2,0.2723434431927184,0.9954197654763753,0.9999999377543942,0.9617686631944447,True
E1_baseline,0,A_cli,to_previous,7,-4.608097427163688,6.3688384221642735,4.800000000000001,-5.999999999999999,0.4157744329872,0.9905995868151856,0.9999999503413152,0.9445312499999999,True
E1_baseline,0,A_cli,to_previous,8,3.9051956174327476,0.4162346306673186,-3.799999999999999,-0.09999999999999876,0.3332723504288248,0.9923132221096367,0.9999999517241049,0.9796978081597223,True
E1_baseline,0,B_pilot,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,0,B_pilot,to_first,1,0.626488209332539,2.240818880338871,-1.0,-2.0,0.44441511101140646,0.9891131476188173,,0.9844292534722222,True
E1_baseline,0,B_pilot,to_first,2,-3.8509863207130355,-7.6674154184266055,4.0,8.0,0.36444146377023057,0.9912831965688284,,0.9383680555555556,True
E1_baseline,0,B_pilot,to_first,3,1.2641919103895614,2.2258596744375545,-1.0,-2.0,0.3475772691824426,0.9924494368711666,,0.9844292534722222,True
E1_baseline,0,B_pilot,to_first,4,5.84333466828129,2.45754438096653,-6.0,-2.0,0.48362266977115365,0.9868726811362626,,0.9586588541666666,True
E1_baseline,0,B_pilot,to_first,5,-4.896339659591682,-7.630676111873781,5.0,8.0,0.38359562108323986,0.9905283132786205,,0.9333767361111112,True
E1_baseline,0,B_pilot,to_first,6,-2.091347067622241,-4.950269162225048,2.0,5.0,0.10400693721565331,0.9982147994263655,,0.9638129340277778,True
E1_baseline,0,B_pilot,to_first,7,-4.608097427163688,6.3688384221642735,5.0,-6.0,0.5381722849240301,0.9851333998950037,,0.9435221354166666,True
E1_baseline,0,B_pilot,to_first,8,3.9051956174327476,0.4162346306673186,-4.0,0.0,0.42689476305140717,0.9895116477590805,,0.9791666666666666,True
E1_baseline,0,B_pilot,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,0,B_pilot,to_previous,1,0.626488209332539,2.240818880338871,-1.0,-2.0,0.44441511101140646,0.9891131476188173,,0.9844292534722222,True
E1_baseline,0,B_pilot,to_previous,2,-3.8509863207130355,-7.6674154184266055,4.0,8.0,0.36444146377023057,0.9912831965688284,,0.9383680555555556,True
E1_baseline,0,B_pilot,to_previous,3,1.2641919103895614,2.2258596744375545,-1.0,-2.0,0.3475772691824426,0.9924494368711666,,0.9844292534722222,True
E1_baseline,0,B_pilot,to_previous,4,5.84333466828129,2.45754438096653,-6.0,-2.0,0.48362266977115365,0.9868726811362626,,0.9586588541666666,True
E1_baseline,0,B_pilot,to_previous,5,-4.896339659591682,-7.630676111873781,5.0,8.0,0.38359562108323986,0.9905283132786205,,0.9333767361111112,True
E1_baseline,0,B_pilot,to_previous,6,-2.091347067622241,-4.950269162225048,2.0,5.0,0.10400693721565331,0.9982147994263655,,0.9638129340277778,True
E1_baseline,0,B_pilot,to_previous,7,-4.608097427163688,6.3688384221642735,5.0,-6.0,0.5381722849240301,0.9851333998950037,,0.9435221354166666,True
E1_baseline,0,B_pilot,to_previous,8,3.9051956174327476,0.4162346306673186,-4.0,0.0,0.42689476305140717,0.9895116477590805,,0.9791666666666666,True
E1_baseline,0,stable_subpixel,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,0,stable_subpixel,to_first,1,0.626488209332539,2.240818880338871,-0.800000011920929,-2.0999999046325684,0.22346438095688692,0.9881060049722478,0.9999999403953552,0.9849414066832267,True
E1_baseline,0,stable_subpixel,to_first,2,-3.8509863207130355,-7.6674154184266055,3.950000047683716,7.800000190734863,0.16547640308109493,0.9901871959327783,0.9999999403953552,0.9396378568616799,True
E1_baseline,0,stable_subpixel,to_first,3,1.2641919103895614,2.2258596744375545,-1.100000023841858,-2.0999999046325684,0.20688078031431054,0.9909604901489156,0.9999999403953552,0.9833959964647916,True
E1_baseline,0,stable_subpixel,to_first,4,5.84333466828129,2.45754438096653,-5.949999809265137,-2.3499999046325684,0.1514703492141278,0.9876633770446608,0.9999999403953552,0.9571501343835715,True
E1_baseline,0,stable_subpixel,to_first,5,-4.896339659591682,-7.630676111873781,4.949999809265137,7.800000190734863,0.17762335247689612,0.9899229659673812,0.9999999403953552,0.9346411132665041,True
E1_baseline,0,stable_subpixel,to_first,6,-2.091347067622241,-4.950269162225048,2.049999952316284,5.0,0.06467410741496686,0.9977609203354846,0.9999999403953552,0.9635592992870241,True
E1_baseline,0,stable_subpixel,to_first,7,-4.608097427163688,6.3688384221642735,4.75,-6.199999809265137,0.22055116726798188,0.9846324013098788,0.9999999403953552,0.9437676333473064,True
E1_baseline,0,stable_subpixel,to_first,8,3.9051956174327476,0.4162346306673186,-3.950000047683716,-0.30000001192092896,0.12457095795261604,0.9893824818909535,0.9999999403953552,0.9778967282068495,True
E1_baseline,0,stable_subpixel,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E1_baseline,0,stable_subpixel,to_previous,1,0.626488209332539,2.240818880338871,-0.800000011920929,-2.0999999046325684,0.22346438095688692,0.9881060049722478,0.9999999403953552,0.9849414066832267,True
E1_baseline,0,stable_subpixel,to_previous,2,-3.8509863207130355,-7.6674154184266055,3.8999997973442078,7.799999713897705,0.14135386905579317,0.9897279306984273,0.9999999403953552,0.9398876977849674,True
E1_baseline,0,stable_subpixel,to_previous,3,1.2641919103895614,2.2258596744375545,-1.1500003933906555,-2.0999999046325684,0.16994229670648653,0.9905539744338739,0.9999999403953552,0.9831384262016056,True
E1_baseline,0,stable_subpixel,to_previous,4,5.84333466828129,2.45754438096653,-5.950000584125519,-2.3499999046325684,0.15147089487038104,0.9876633825012479,0.9999999403953552,0.957150130397236,True
E1_baseline,0,stable_subpixel,to_previous,5,-4.896339659591682,-7.630676111873781,4.949999034404755,7.799999713897705,0.17762266383456293,0.9899229574388406,0.9999999403953552,0.9346411195577821,True
E1_baseline,0,stable_subpixel,to_previous,6,-2.091347067622241,-4.950269162225048,1.9999989867210388,4.999999761581421,0.10400771315953757,0.9982147887228022,0.9999999403953552,0.963812940396666,True
E1_baseline,0,stable_subpixel,to_previous,7,-4.608097427163688,6.3688384221642735,4.699999034404755,-6.200000047683716,0.1922298158734182,0.9844680848732971,0.9999999403953552,0.9440196443814138,True
E1_baseline,0,stable_subpixel,to_previous,8,3.9051956174327476,0.4162346306673186,-4.000000774860382,-0.2500002384185791,0.19136846929728613,0.9897853082780221,0.9999999403953552,0.9778917048230747,True
E2_sparse,0,A_cli,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,0,A_cli,to_first,1,1.601383453299153,5.99285343616225,0.0,0.0,6.203121897224172,0.9861355300809942,0.9999999995626018,1.0,True
E2_sparse,0,A_cli,to_first,2,6.22339049509293,-4.179328834577516,0.0,0.0,7.496491096636085,0.9857863665674131,0.9999999995737824,1.0,True
E2_sparse,0,A_cli,to_first,3,-4.781703047180978,6.173112703801097,0.0,0.0,7.808457241046424,0.985731862089405,0.999999999675479,1.0,True
E2_sparse,0,A_cli,to_first,4,6.720174139226508,-3.0833799879885913,0.0,0.0,7.393779318579725,0.985778214441951,0.9999999996573138,1.0,True
E2_sparse,0,A_cli,to_first,5,-5.732934935897356,-6.745960241171835,0.0,0.0,8.852938639497259,0.9855922869492286,0.9999999997045156,1.0,True
E2_sparse,0,A_cli,to_first,6,-5.371517593745528,-2.8321692931881746,0.0,0.0,6.072428193498525,0.9863249781364919,0.9999999997136634,1.0,True
E2_sparse,0,A_cli,to_first,7,-0.06341292793153563,-1.4772243119112183,0.0,0.0,1.4785847514195534,0.991621234235025,0.999999999478061,1.0,True
E2_sparse,0,A_cli,to_first,8,0.40776949714290467,4.193508052947216,0.0,0.0,4.213286811140838,0.9879627421001591,0.9999999995185578,1.0,True
E2_sparse,0,A_cli,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,0,A_cli,to_previous,1,1.601383453299153,5.99285343616225,0.0,0.0,6.203121897224172,0.9861355300809942,0.9999999995626018,1.0,True
E2_sparse,0,A_cli,to_previous,2,6.22339049509293,-4.179328834577516,0.0,0.0,7.496491096636085,0.9857863665674131,0.99999999945776,1.0,True
E2_sparse,0,A_cli,to_previous,3,-4.781703047180978,6.173112703801097,0.0,0.0,7.808457241046424,0.985731862089405,0.9999999996399302,1.0,True
E2_sparse,0,A_cli,to_previous,4,6.720174139226508,-3.0833799879885913,0.0,0.0,7.393779318579725,0.985778214441951,0.9999999997400894,1.0,True
E2_sparse,0,A_cli,to_previous,5,-5.732934935897356,-6.745960241171835,0.0,0.0,8.852938639497259,0.9855922869492286,0.9999999997182396,1.0,True
E2_sparse,0,A_cli,to_previous,6,-5.371517593745528,-2.8321692931881746,0.0,0.0,6.072428193498525,0.9863249781364919,0.9999999997549202,1.0,True
E2_sparse,0,A_cli,to_previous,7,-0.06341292793153563,-1.4772243119112183,0.0,0.0,1.4785847514195534,0.991621234235025,0.9999999996144157,1.0,True
E2_sparse,0,A_cli,to_previous,8,0.40776949714290467,4.193508052947216,0.0,0.0,4.213286811140838,0.9879627421001591,0.9999999995983279,1.0,True
E2_sparse,0,B_pilot,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,0,B_pilot,to_first,1,1.601383453299153,5.99285343616225,-2.0,-6.0,0.3986806048435207,0.7300824603811786,,0.9586588541666666,True
E2_sparse,0,B_pilot,to_first,2,6.22339049509293,-4.179328834577516,-6.0,4.0,0.2864649092101767,0.8459332989196625,,0.9485677083333334,True
E2_sparse,0,B_pilot,to_first,3,-4.781703047180978,6.173112703801097,5.0,-6.0,0.2786064748483008,0.7589784429329227,,0.9435221354166666,True
E2_sparse,0,B_pilot,to_first,4,6.720174139226508,-3.0833799879885913,-7.0,3.0,0.2919841344227516,0.8236615737780129,,0.948486328125,True
E2_sparse,0,B_pilot,to_first,5,-5.732934935897356,-6.745960241171835,6.0,7.0,0.3685918440899386,0.9494535550341313,,0.9334309895833334,True
E2_sparse,0,B_pilot,to_first,6,-5.371517593745528,-2.8321692931881746,5.0,3.0,0.4076671051377879,0.956008822696581,,0.958740234375,True
E2_sparse,0,B_pilot,to_first,7,-0.06341292793153563,-1.4772243119112183,0.0,1.0,0.48141898935125715,0.9904225951258476,,0.9947916666666666,True
E2_sparse,0,B_pilot,to_first,8,0.40776949714290467,4.193508052947216,0.0,-4.0,0.451354992611802,0.8437400548325638,,0.9791666666666666,True
E2_sparse,0,B_pilot,to_previous,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,0,B_pilot,to_previous,1,1.601383453299153,5.99285343616225,-2.0,-6.0,0.3986806048435207,0.7300824603811786,,0.9586588541666666,True
E2_sparse,0,B_pilot,to_previous,2,6.22339049509293,-4.179328834577516,-7.0,4.0,0.7970452647264984,0.824499836992486,,0.9434678819444444,True
E2_sparse,0,B_pilot,to_previous,3,-4.781703047180978,6.173112703801097,4.0,-6.0,0.8006420312407737,0.7613333125422307,,0.9485677083333334,True
E2_sparse,0,B_pilot,to_previous,4,6.720174139226508,-3.0833799879885913,-7.0,3.0,0.2919841344227516,0.8236615737780129,,0.948486328125,True
E2_sparse,0,B_pilot,to_previous,5,-5.732934935897356,-6.745960241171835,5.0,7.0,0.7757124591782281,0.9539954453851296,,0.9384494357638888,True
E2_sparse,0,B_pilot,to_previous,6,-5.371517593745528,-2.8321692931881746,5.0,3.0,0.4076671051377879,0.956008822696581,,0.958740234375,True
E2_sparse,0,B_pilot,to_previous,7,-0.06341292793153563,-1.4772243119112183,0.0,2.0,0.5266076523233871,0.9883950208813564,,0.9895833333333334,True
E2_sparse,0,B_pilot,to_previous,8,0.40776949714290467,4.193508052947216,0.0,-4.0,0.451354992611802,0.8437400548325638,,0.9791666666666666,True
E2_sparse,0,stable_subpixel,to_first,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,True
E2_sparse,0,stable_subpixel,to_first,1,1.601383453299153,5.99285343616225,-2.0,-5.9,0.409288299259636,0.7306705584157535,0.9999999999832766,0.9591742621527778,True
E2_sparse,0,stable_subpixel,to_first,2,6.22339049509293,-4.179328834577516,-7.0,4.15,0.7771631126408916,0.8253272092208048,0.999999999986769,0.9427151150173612,True
E2_sparse,0,stable_subpixel,to_first,3,-4.781703047180978,6.173112703801097,4.7,-5.95,0.2376019076440529,0.7598567319459874,0.9999999999778101,0.9452898491753472,True
E2_sparse,0,stable_subpixel,to_first,4,6.720174139226508,-3.0833799879885913,-7.0,3.0,0.2919841344227516,0.8236615737780129,0.999999999980067,0.948486328125,True
E2_sparse,0,stable_subpixel,to_first,5,-5.732934935897356,-6.745960241171835,6.0,7.1,0.4434725462700644,0.9491075508584478,0.9999999999840818,0.9329264322916667,True
E2_sparse,0,stable_subpixel,to_first,6,-5.371517593745528,-2.8321692931881746,5.45,2.7,0.15371470376432303,0.9522883033077061,0.9999999999841707,0.9579512532552084,True
